review_text,rating,date,bank,source,sentiment_label_bert,sentiment_score_bert,sentiment_score_vader,sentiment_label_vader,sentiment_label,sentiment_score,identified_theme
mid application it's so annoying,3,2025-11-20,CBE,Google Play,NEGATIVE,-0.0002116560935974121,-0.541,NEGATIVE,NEGATIVE,-0.0002116560935974121,General Feedback
I used morethan one year,4,2025-11-20,CBE,Google Play,NEGATIVE,-0.019792020320892334,0.0,NEUTRAL,NEGATIVE,-0.019792020320892334,General Feedback
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20,CBE,Google Play,NEGATIVE,-0.007930159568786621,0.1531,POSITIVE,NEGATIVE,-0.007930159568786621,General Feedback
"It's great app,I love this app",5,2025-11-20,CBE,Google Play,POSITIVE,0.9998750686645508,0.8519,POSITIVE,POSITIVE,0.9998750686645508,General Feedback
Nice,5,2025-11-19,CBE,Google Play,POSITIVE,0.9998552799224854,0.4215,POSITIVE,POSITIVE,0.9998552799224854,General Feedback
suckkkks,1,2025-11-19,CBE,Google Play,NEGATIVE,-0.026246488094329834,0.0,NEUTRAL,NEGATIVE,-0.026246488094329834,General Feedback
not allowing to transfer and showing current statement updates.,1,2025-11-19,CBE,Google Play,NEGATIVE,-0.0008528232574462891,0.0,NEUTRAL,NEGATIVE,-0.0008528232574462891,Transaction Performance
I love you this app,5,2025-11-19,CBE,Google Play,POSITIVE,0.9998642206192017,0.6369,POSITIVE,POSITIVE,0.9998642206192017,General Feedback
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,CBE,Google Play,POSITIVE,0.9993645548820496,0.7003,POSITIVE,POSITIVE,0.9993645548820496,Transaction Performance
make life easy,5,2025-11-19,CBE,Google Play,POSITIVE,0.999527096748352,0.4404,POSITIVE,POSITIVE,0.999527096748352,General Feedback
securr,5,2025-11-19,CBE,Google Play,NEGATIVE,-0.010805606842041016,0.0,NEUTRAL,NEGATIVE,-0.010805606842041016,General Feedback
My most optional bank,5,2025-11-17,CBE,Google Play,POSITIVE,0.7555273175239563,0.0,NEUTRAL,POSITIVE,0.7555273175239563,General Feedback
5 star,5,2025-11-17,CBE,Google Play,POSITIVE,0.9964116215705872,0.0,NEUTRAL,POSITIVE,0.9964116215705872,General Feedback
it is fantastic app.,5,2025-11-16,CBE,Google Play,POSITIVE,0.9998733997344971,0.5574,POSITIVE,POSITIVE,0.9998733997344971,General Feedback
excellent,5,2025-11-16,CBE,Google Play,POSITIVE,0.9998434782028198,0.5719,POSITIVE,POSITIVE,0.9998434782028198,General Feedback
sifen,5,2025-11-16,CBE,Google Play,NEGATIVE,-0.1526452898979187,0.0,NEUTRAL,NEGATIVE,-0.1526452898979187,General Feedback
i like this√,4,2025-11-16,CBE,Google Play,POSITIVE,0.9998555183410645,0.3612,POSITIVE,POSITIVE,0.9998555183410645,General Feedback
Ok,3,2025-11-16,CBE,Google Play,POSITIVE,0.9997851252555847,0.296,POSITIVE,POSITIVE,0.9997851252555847,General Feedback
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15,CBE,Google Play,NEGATIVE,-0.008369863033294678,-0.3818,NEGATIVE,NEGATIVE,-0.008369863033294678,UI/UX & Design
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,CBE,Google Play,NEGATIVE,-0.00037670135498046875,-0.8466,NEGATIVE,NEGATIVE,-0.00037670135498046875,Account Access & Security
Like,5,2025-11-13,CBE,Google Play,POSITIVE,0.9910564422607422,0.3612,POSITIVE,POSITIVE,0.9910564422607422,General Feedback
Nice and very useful app i like it!,5,2025-11-13,CBE,Google Play,POSITIVE,0.9998588562011719,0.8422,POSITIVE,POSITIVE,0.9998588562011719,General Feedback
good,5,2025-11-13,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
Good,5,2025-11-13,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
Good,5,2025-11-13,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
smart app,4,2025-11-12,CBE,Google Play,POSITIVE,0.999789297580719,0.4019,POSITIVE,POSITIVE,0.999789297580719,General Feedback
good App,5,2025-11-12,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,CBE,Google Play,NEGATIVE,-0.007483184337615967,0.4854,POSITIVE,NEGATIVE,-0.007483184337615967,Bugs/Errors & Stability
ok,5,2025-11-11,CBE,Google Play,POSITIVE,0.9997851252555847,0.296,POSITIVE,POSITIVE,0.9997851252555847,General Feedback
cbe is my choice,4,2025-11-11,CBE,Google Play,POSITIVE,0.9987378716468811,0.0,NEUTRAL,POSITIVE,0.9987378716468811,General Feedback
Awesome,5,2025-11-11,CBE,Google Play,POSITIVE,0.9998682737350464,0.6249,POSITIVE,POSITIVE,0.9998682737350464,General Feedback
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,Google Play,NEGATIVE,-0.00022476911544799805,0.0,NEUTRAL,NEGATIVE,-0.00022476911544799805,Transaction Performance
Very convenient App,5,2025-11-11,CBE,Google Play,POSITIVE,0.9945734143257141,0.0,NEUTRAL,POSITIVE,0.9945734143257141,General Feedback
excellent but sometimes can not connect,5,2025-11-10,CBE,Google Play,NEGATIVE,-0.016779541969299316,0.3291,POSITIVE,NEGATIVE,-0.016779541969299316,General Feedback
good app,5,2025-11-10,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
wow apk,5,2025-11-10,CBE,Google Play,POSITIVE,0.9992477893829346,0.5859,POSITIVE,POSITIVE,0.9992477893829346,General Feedback
best 100 %,5,2025-11-10,CBE,Google Play,POSITIVE,0.9998010993003845,0.6369,POSITIVE,POSITIVE,0.9998010993003845,General Feedback
bad app,1,2025-11-10,CBE,Google Play,NEGATIVE,-0.00027877092361450195,-0.5423,NEGATIVE,NEGATIVE,-0.00027877092361450195,General Feedback
best app,5,2025-11-10,CBE,Google Play,POSITIVE,0.999686598777771,0.6369,POSITIVE,POSITIVE,0.999686598777771,General Feedback
wow,5,2025-11-10,CBE,Google Play,POSITIVE,0.999592125415802,0.5859,POSITIVE,POSITIVE,0.999592125415802,General Feedback
nice app,5,2025-11-10,CBE,Google Play,POSITIVE,0.9998061060905457,0.4215,POSITIVE,POSITIVE,0.9998061060905457,General Feedback
bad app,4,2025-11-10,CBE,Google Play,NEGATIVE,-0.00027877092361450195,-0.5423,NEGATIVE,NEGATIVE,-0.00027877092361450195,General Feedback
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,Google Play,POSITIVE,0.8869741559028625,0.6355,POSITIVE,POSITIVE,0.8869741559028625,Transaction Performance
I can't access it properly I think it needs update,1,2025-11-10,CBE,Google Play,NEGATIVE,-0.00037860870361328125,0.0,NEUTRAL,NEGATIVE,-0.00037860870361328125,UI/UX & Design
👌👌,5,2025-11-10,CBE,Google Play,NEGATIVE,-0.30294370651245117,0.0,NEUTRAL,NEGATIVE,-0.30294370651245117,General Feedback
best 👌,5,2025-11-10,CBE,Google Play,POSITIVE,0.9997019171714783,0.6369,POSITIVE,POSITIVE,0.9997019171714783,General Feedback
good,4,2025-11-10,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
not Refresh,2,2025-11-10,CBE,Google Play,NEGATIVE,-0.0009481310844421387,0.0,NEUTRAL,NEGATIVE,-0.0009481310844421387,General Feedback
your statement is not used as wanted,1,2025-11-10,CBE,Google Play,NEGATIVE,-0.00091552734375,0.0,NEUTRAL,NEGATIVE,-0.00091552734375,General Feedback
good very good,5,2025-11-09,CBE,Google Play,POSITIVE,0.9998477697372437,0.7003,POSITIVE,POSITIVE,0.9998477697372437,General Feedback
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,CBE,Google Play,NEGATIVE,-0.0002968907356262207,-0.4939,NEGATIVE,NEGATIVE,-0.0002968907356262207,Transaction Performance
good app,5,2025-11-08,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,CBE,Google Play,NEGATIVE,-0.01995187997817993,0.0,NEUTRAL,NEGATIVE,-0.01995187997817993,General Feedback
Good !,5,2025-11-08,CBE,Google Play,POSITIVE,0.9998268485069275,0.4926,POSITIVE,POSITIVE,0.9998268485069275,General Feedback
i like it,5,2025-11-08,CBE,Google Play,POSITIVE,0.9998593330383301,0.3612,POSITIVE,POSITIVE,0.9998593330383301,General Feedback
Very nice app,5,2025-11-08,CBE,Google Play,POSITIVE,0.9998562335968018,0.4754,POSITIVE,POSITIVE,0.9998562335968018,General Feedback
the app is not functional this week.,4,2025-11-08,CBE,Google Play,NEGATIVE,-0.00033354759216308594,0.0,NEUTRAL,NEGATIVE,-0.00033354759216308594,General Feedback
good,5,2025-11-07,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
very updated bank,5,2025-11-06,CBE,Google Play,POSITIVE,0.999656081199646,0.0,NEUTRAL,POSITIVE,0.999656081199646,UI/UX & Design
tankyu,5,2025-11-05,CBE,Google Play,POSITIVE,0.8404368758201599,0.0,NEUTRAL,POSITIVE,0.8404368758201599,General Feedback
nice,5,2025-11-05,CBE,Google Play,POSITIVE,0.9998552799224854,0.4215,POSITIVE,POSITIVE,0.9998552799224854,General Feedback
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,CBE,Google Play,NEGATIVE,-0.013309359550476074,0.0,NEUTRAL,NEGATIVE,-0.013309359550476074,Account Access & Security
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play,NEGATIVE,-0.001087784767150879,0.0258,NEUTRAL,NEGATIVE,-0.001087784767150879,Bugs/Errors & Stability
loved it,5,2025-11-05,CBE,Google Play,POSITIVE,0.9998797178268433,0.5994,POSITIVE,POSITIVE,0.9998797178268433,General Feedback
Ok,1,2025-11-05,CBE,Google Play,POSITIVE,0.9997851252555847,0.296,POSITIVE,POSITIVE,0.9997851252555847,General Feedback
this app is not working on my phone,5,2025-11-03,CBE,Google Play,NEGATIVE,-0.00032651424407958984,0.0,NEUTRAL,NEGATIVE,-0.00032651424407958984,Bugs/Errors & Stability
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,Google Play,NEGATIVE,-0.03597533702850342,-0.5574,NEGATIVE,NEGATIVE,-0.03597533702850342,Bugs/Errors & Stability
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,CBE,Google Play,NEGATIVE,-0.0014061331748962402,0.5678,POSITIVE,NEGATIVE,-0.0014061331748962402,Transaction Performance
nice,5,2025-11-02,CBE,Google Play,POSITIVE,0.9998552799224854,0.4215,POSITIVE,POSITIVE,0.9998552799224854,General Feedback
wow 😘😘😘,4,2025-11-02,CBE,Google Play,POSITIVE,0.9992976188659668,0.5859,POSITIVE,POSITIVE,0.9992976188659668,General Feedback
mobile banking broblem,5,2025-11-01,CBE,Google Play,NEGATIVE,-0.0081939697265625,0.0,NEUTRAL,NEGATIVE,-0.0081939697265625,General Feedback
good job,5,2025-11-01,CBE,Google Play,POSITIVE,0.999835729598999,0.4404,POSITIVE,POSITIVE,0.999835729598999,General Feedback
good,3,2025-11-01,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
it is a good and clear apps to use,4,2025-10-31,CBE,Google Play,POSITIVE,0.9998574256896973,0.6705,POSITIVE,POSITIVE,0.9998574256896973,General Feedback
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,CBE,Google Play,NEGATIVE,-0.07016187906265259,0.0,NEUTRAL,NEGATIVE,-0.07016187906265259,General Feedback
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,CBE,Google Play,POSITIVE,0.9998561143875122,0.861,POSITIVE,POSITIVE,0.9998561143875122,Customer Support
niiceh,5,2025-10-29,CBE,Google Play,POSITIVE,0.8779534101486206,0.0,NEUTRAL,POSITIVE,0.8779534101486206,General Feedback
the app is good but their is no dark mode you have to add it,3,2025-10-29,CBE,Google Play,POSITIVE,0.9965399503707886,-0.2144,NEGATIVE,POSITIVE,0.9965399503707886,General Feedback
🤮,1,2025-10-29,CBE,Google Play,NEGATIVE,-0.30294370651245117,0.0,NEUTRAL,NEGATIVE,-0.30294370651245117,General Feedback
abdulakim abrahim elemoo,5,2025-10-29,CBE,Google Play,POSITIVE,0.9634568691253662,0.0,NEUTRAL,POSITIVE,0.9634568691253662,General Feedback
good app,5,2025-10-28,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
strong,5,2025-10-28,CBE,Google Play,POSITIVE,0.999862551689148,0.5106,POSITIVE,POSITIVE,0.999862551689148,General Feedback
good,5,2025-10-28,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
best,5,2025-10-28,CBE,Google Play,POSITIVE,0.9997941851615906,0.6369,POSITIVE,POSITIVE,0.9997941851615906,General Feedback
Abebaw Zenebe,5,2025-10-28,CBE,Google Play,NEGATIVE,-0.45771467685699463,0.0,NEUTRAL,NEGATIVE,-0.45771467685699463,General Feedback
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,CBE,Google Play,POSITIVE,0.9990962743759155,0.6486,POSITIVE,POSITIVE,0.9990962743759155,UI/UX & Design
good,5,2025-10-27,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
Cbe,5,2025-10-27,CBE,Google Play,POSITIVE,0.9966009855270386,0.0,NEUTRAL,POSITIVE,0.9966009855270386,General Feedback
Active and granted system,5,2025-10-27,CBE,Google Play,POSITIVE,0.998322069644928,0.5719,POSITIVE,POSITIVE,0.998322069644928,General Feedback
fast app,4,2025-10-27,CBE,Google Play,POSITIVE,0.9983617663383484,0.0,NEUTRAL,POSITIVE,0.9983617663383484,Transaction Performance
cool 😎,5,2025-10-27,CBE,Google Play,POSITIVE,0.9997991919517517,0.3182,POSITIVE,POSITIVE,0.9997991919517517,General Feedback
Galaxy A10s,3,2025-10-26,CBE,Google Play,POSITIVE,0.8983981609344482,0.0,NEUTRAL,POSITIVE,0.8983981609344482,General Feedback
the best apps,5,2025-10-26,CBE,Google Play,POSITIVE,0.9998617172241211,0.6369,POSITIVE,POSITIVE,0.9998617172241211,General Feedback
arif app new,5,2025-10-26,CBE,Google Play,NEGATIVE,-0.4796009063720703,0.0,NEUTRAL,NEGATIVE,-0.4796009063720703,General Feedback
laga Bari biranch,5,2025-10-26,CBE,Google Play,NEGATIVE,-0.007714390754699707,0.0,NEUTRAL,NEGATIVE,-0.007714390754699707,General Feedback
ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,CBE,Google Play,NEGATIVE,-0.30294370651245117,0.0,NEUTRAL,NEGATIVE,-0.30294370651245117,General Feedback
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,CBE,Google Play,NEGATIVE,-0.00502246618270874,0.6597,POSITIVE,NEGATIVE,-0.00502246618270874,General Feedback
Attractive,5,2025-10-25,CBE,Google Play,POSITIVE,0.9998689889907837,0.4404,POSITIVE,POSITIVE,0.9998689889907837,General Feedback
mite,5,2025-10-24,CBE,Google Play,NEGATIVE,-0.0034428834915161133,0.0,NEUTRAL,NEGATIVE,-0.0034428834915161133,General Feedback
useful,5,2025-10-24,CBE,Google Play,POSITIVE,0.9997634291648865,0.4404,POSITIVE,POSITIVE,0.9997634291648865,General Feedback
nice,4,2025-10-23,CBE,Google Play,POSITIVE,0.9998552799224854,0.4215,POSITIVE,POSITIVE,0.9998552799224854,General Feedback
"not good, not bad!",3,2025-10-23,CBE,Google Play,NEGATIVE,-0.001844942569732666,-0.6208,NEGATIVE,NEGATIVE,-0.001844942569732666,General Feedback
very good,5,2025-10-23,CBE,Google Play,POSITIVE,0.9998520612716675,0.4927,POSITIVE,POSITIVE,0.9998520612716675,General Feedback
እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,CBE,Google Play,NEGATIVE,-0.04534107446670532,0.0,NEUTRAL,NEGATIVE,-0.04534107446670532,General Feedback
good job,5,2025-10-22,CBE,Google Play,POSITIVE,0.999835729598999,0.4404,POSITIVE,POSITIVE,0.999835729598999,General Feedback
imp,5,2025-10-22,CBE,Google Play,NEGATIVE,-0.0021399855613708496,0.0,NEUTRAL,NEGATIVE,-0.0021399855613708496,General Feedback
super fast app,5,2025-10-21,CBE,Google Play,POSITIVE,0.9976546168327332,0.5994,POSITIVE,POSITIVE,0.9976546168327332,Transaction Performance
good app,4,2025-10-20,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
useful,5,2025-10-20,CBE,Google Play,POSITIVE,0.9997634291648865,0.4404,POSITIVE,POSITIVE,0.9997634291648865,General Feedback
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,CBE,Google Play,NEGATIVE,-0.0016381144523620605,0.6896,POSITIVE,NEGATIVE,-0.0016381144523620605,Transaction Performance
cbe,4,2025-10-18,CBE,Google Play,POSITIVE,0.9966009855270386,0.0,NEUTRAL,POSITIVE,0.9966009855270386,General Feedback
"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,CBE,Google Play,NEGATIVE,-0.0008994340896606445,0.0,NEUTRAL,NEGATIVE,-0.0008994340896606445,General Feedback
blah blah blah,5,2025-10-18,CBE,Google Play,NEGATIVE,-0.0022100210189819336,-0.296,NEGATIVE,NEGATIVE,-0.0022100210189819336,General Feedback
good,5,2025-10-17,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
bad ግዴታ መሆንሁ,1,2025-10-17,CBE,Google Play,NEGATIVE,-0.00045943260192871094,-0.5423,NEGATIVE,NEGATIVE,-0.00045943260192871094,General Feedback
best,5,2025-10-17,CBE,Google Play,POSITIVE,0.9997941851615906,0.6369,POSITIVE,POSITIVE,0.9997941851615906,General Feedback
CBE no.1,5,2025-10-17,CBE,Google Play,POSITIVE,0.9968194961547852,0.0,NEUTRAL,POSITIVE,0.9968194961547852,General Feedback
good,5,2025-10-17,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
good,5,2025-10-16,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,CBE,Google Play,POSITIVE,0.996988832950592,0.0,NEUTRAL,POSITIVE,0.996988832950592,General Feedback
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,CBE,Google Play,POSITIVE,0.9997401833534241,0.9152,POSITIVE,POSITIVE,0.9997401833534241,UI/UX & Design
gooof,5,2025-10-16,CBE,Google Play,NEGATIVE,-0.003454864025115967,0.0,NEUTRAL,NEGATIVE,-0.003454864025115967,General Feedback
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,CBE,Google Play,NEGATIVE,-0.00032973289489746094,-0.5672,NEGATIVE,NEGATIVE,-0.00032973289489746094,General Feedback
Best app,5,2025-10-16,CBE,Google Play,POSITIVE,0.999686598777771,0.6369,POSITIVE,POSITIVE,0.999686598777771,General Feedback
best,5,2025-10-15,CBE,Google Play,POSITIVE,0.9997941851615906,0.6369,POSITIVE,POSITIVE,0.9997941851615906,General Feedback
still not perfect like before,1,2025-10-15,CBE,Google Play,NEGATIVE,-0.00042551755905151367,-0.6259,NEGATIVE,NEGATIVE,-0.00042551755905151367,General Feedback
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,CBE,Google Play,NEGATIVE,-0.0014789700508117676,-0.6597,NEGATIVE,NEGATIVE,-0.0014789700508117676,General Feedback
APPLIED,1,2025-10-14,CBE,Google Play,POSITIVE,0.9989719390869141,0.0,NEUTRAL,POSITIVE,0.9989719390869141,General Feedback
10 years ago,4,2025-10-14,CBE,Google Play,POSITIVE,0.9060001969337463,0.0,NEUTRAL,POSITIVE,0.9060001969337463,General Feedback
